record_id,craft_cluster,state,craft_category,material,production_days,artisan_experience_years,raw_material_cost_inr,daily_wage_rate_inr,labor_cost_inr,cost_floor_inr,fair_trade_price_inr,gi_tagged,dye_type,seasonal_quarter,festive_multiplier,market_clearing_price_inr,demand_score,units_sold_monthly,buyer_rating
KS-CRAFT-0107,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,4,38,841.61,650.0,2600.0,3441.61,4302.01,1,Natural Vegetable Resins,Q2 (Apr-Jun),0.95,5385.41,75.0,18,4.88
KS-CRAFT-0108,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,4,28,1904.79,600.0,2400.0,4304.79,5380.99,1,16-Stage Natural Indigo & Madder,Q1 (Jan-Mar),1.1,7520.73,90.4,19,4.66
KS-CRAFT-0109,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,4,8,949.44,520.0,2080.0,3029.44,3786.8,1,Natural Plant Extracts (Haldi/Neel),Q3 (Jul-Sep),1.15,5082.01,95.6,22,4.62
KS-CRAFT-0110,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",6,20,958.35,580.0,3480.0,4438.35,5547.94,1,Cobalt Oxide Blue Glaze,Q4 (Oct-Dec),1.45,10120.52,100.0,23,4.6
KS-CRAFT-0111,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,2,6,642.57,540.0,1080.0,1722.57,2153.21,1,Black Oxide Patina,Q3 (Jul-Sep),1.15,3093.0,97.6,23,4.52
KS-CRAFT-0112,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,12,14,5412.16,620.0,7440.0,12852.16,16065.2,1,Metallic Zari & Organic Dip,Q1 (Jan-Mar),1.1,21963.07,94.4,23,4.77
KS-CRAFT-0113,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,3,7,2395.36,680.0,2040.0,4435.36,5544.2,1,Vegetable Dye Blend,Q4 (Oct-Dec),1.45,9734.44,100.0,21,4.68
KS-CRAFT-0114,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,5,32,3283.44,680.0,3400.0,6683.44,8354.3,1,Vegetable Dye Blend,Q3 (Jul-Sep),1.15,12416.63,98.6,19,4.8
KS-CRAFT-0115,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,5,24,1357.58,540.0,2700.0,4057.58,5071.98,1,Charcoal Forge Oxidation,Q1 (Jan-Mar),1.1,6953.43,91.8,20,4.5
KS-CRAFT-0116,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,8,12,2037.34,600.0,4800.0,6837.34,8546.67,1,16-Stage Natural Indigo & Madder,Q3 (Jul-Sep),1.15,11808.58,89.8,17,4.74
KS-CRAFT-0117,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,15,31,4324.7,620.0,9300.0,13624.7,17030.88,1,Vegetable Dye Blend,Q2 (Apr-Jun),0.95,22487.88,79.6,15,4.77
KS-CRAFT-0118,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,9,6,1294.41,560.0,5040.0,6334.41,7918.01,1,Natural Unbleached Wool Hues,Q3 (Jul-Sep),1.15,10689.08,93.4,17,4.86
KS-CRAFT-0119,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,14,27,4754.54,620.0,8680.0,13434.54,16793.18,1,Metallic Zari & Organic Dip,Q1 (Jan-Mar),1.1,24231.14,94.1,22,4.83
KS-CRAFT-0120,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,3,24,1610.94,560.0,1680.0,3290.94,4113.68,0,Natural Unbleached Wool Hues,Q2 (Apr-Jun),0.95,4422.72,63.7,12,4.76
KS-CRAFT-0121,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,5,21,1471.13,560.0,2800.0,4271.13,5338.91,1,Vegetable Dye Borders,Q2 (Apr-Jun),0.95,6624.95,72.2,16,4.73
KS-CRAFT-0122,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,7,21,1617.57,600.0,4200.0,5817.57,7271.96,1,16-Stage Natural Indigo & Madder,Q1 (Jan-Mar),1.1,10097.19,91.1,17,4.64
KS-CRAFT-0123,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",6,8,1265.16,580.0,3480.0,4745.16,5931.45,1,Copper Oxide Green Glaze,Q2 (Apr-Jun),0.95,6903.41,75.7,14,4.63
KS-CRAFT-0124,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,7,35,1137.5,540.0,3780.0,4917.5,6146.88,1,Black Oxide Patina,Q1 (Jan-Mar),1.1,9053.3,95.9,19,4.64
KS-CRAFT-0125,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,6,21,1194.4,540.0,3240.0,4434.4,5543.0,1,Natural Beeswax Patina,Q2 (Apr-Jun),0.95,6763.64,78.5,19,4.58
KS-CRAFT-0126,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,7,13,1165.08,600.0,4200.0,5365.08,6706.35,1,16-Stage Natural Indigo & Madder,Q2 (Apr-Jun),0.95,8053.54,72.0,15,4.73
KS-CRAFT-0127,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,9,31,2147.37,560.0,5040.0,7187.37,8984.21,1,Natural Unbleached Wool Hues,Q3 (Jul-Sep),1.15,13599.03,98.1,21,4.86
KS-CRAFT-0128,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,6,27,1754.16,600.0,3600.0,5354.16,6692.7,1,Pomegranate Rind Extract,Q4 (Oct-Dec),1.45,13383.96,100.0,24,4.58
KS-CRAFT-0129,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,4,38,861.88,650.0,2600.0,3461.88,4327.35,0,Organic Turmeric & Indigo Lacquer,Q1 (Jan-Mar),1.1,5599.4,81.9,16,4.88
KS-CRAFT-0130,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,2,17,1151.77,520.0,1040.0,2191.77,2739.71,1,Organic Mineral Pigments,Q4 (Oct-Dec),1.45,5219.73,100.0,21,4.64
KS-CRAFT-0131,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",4,23,708.22,580.0,2320.0,3028.22,3785.27,0,Copper Oxide Green Glaze,Q1 (Jan-Mar),1.1,4824.34,73.8,15,4.66
KS-CRAFT-0132,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,5,8,853.81,520.0,2600.0,3453.81,4317.26,1,Natural Plant Extracts (Haldi/Neel),Q4 (Oct-Dec),1.45,7812.65,100.0,24,4.68
KS-CRAFT-0133,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,8,6,3494.95,620.0,4960.0,8454.95,10568.69,1,Vegetable Dye Blend,Q3 (Jul-Sep),1.15,13910.97,98.5,21,4.88
KS-CRAFT-0134,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,7,30,557.93,540.0,3780.0,4337.93,5422.41,1,Black Oxide Patina,Q2 (Apr-Jun),0.95,6703.96,76.9,18,4.47
KS-CRAFT-0135,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,7,35,1416.12,600.0,4200.0,5616.12,7020.15,1,Pomegranate Rind Extract,Q1 (Jan-Mar),1.1,10928.48,84.1,17,4.64
KS-CRAFT-0136,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,4,9,2096.49,680.0,2720.0,4816.49,6020.61,1,Vegetable Dye Blend,Q3 (Jul-Sep),1.15,8098.74,92.2,19,4.81
KS-CRAFT-0137,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,8,11,1128.1,560.0,4480.0,5608.1,7010.12,1,Vegetable Dye Borders,Q4 (Oct-Dec),1.45,11884.61,100.0,24,4.87
KS-CRAFT-0138,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,7,37,1197.34,600.0,4200.0,5397.34,6746.68,1,16-Stage Natural Indigo & Madder,Q3 (Jul-Sep),1.15,10946.68,90.1,18,4.75
KS-CRAFT-0139,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,3,30,1799.01,600.0,1800.0,3599.01,4498.76,1,Pomegranate Rind Extract,Q3 (Jul-Sep),1.15,7180.49,92.6,24,4.67
KS-CRAFT-0140,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,9,8,1734.7,560.0,5040.0,6774.7,8468.38,1,Natural Unbleached Wool Hues,Q3 (Jul-Sep),1.15,11683.06,100.0,19,4.72
KS-CRAFT-0141,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,10,22,5041.95,620.0,6200.0,11241.95,14052.44,1,Vegetable Dye Blend,Q1 (Jan-Mar),1.1,19271.28,89.3,19,4.93
KS-CRAFT-0142,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,5,6,1559.2,600.0,3000.0,4559.2,5699.0,1,Pomegranate Rind Extract,Q4 (Oct-Dec),1.45,9752.26,100.0,23,4.79
KS-CRAFT-0143,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,2,18,413.61,520.0,1040.0,1453.61,1817.01,1,Organic Mineral Pigments,Q4 (Oct-Dec),1.45,3290.05,100.0,18,4.59
KS-CRAFT-0144,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,5,7,1599.09,560.0,2800.0,4399.09,5498.86,1,Vegetable Dye Borders,Q3 (Jul-Sep),1.15,7525.29,96.0,19,4.68
KS-CRAFT-0145,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,6,38,648.29,520.0,3120.0,3768.29,4710.36,1,Organic Mineral Pigments,Q4 (Oct-Dec),1.45,9631.07,100.0,23,4.72
KS-CRAFT-0146,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,3,7,1044.31,560.0,1680.0,2724.31,3405.39,1,Vegetable Dye Borders,Q2 (Apr-Jun),0.95,4080.58,82.0,21,4.9
KS-CRAFT-0147,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,7,22,1413.26,600.0,4200.0,5613.26,7016.58,1,16-Stage Natural Indigo & Madder,Q1 (Jan-Mar),1.1,10240.21,90.2,17,4.6
KS-CRAFT-0148,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,5,38,323.66,520.0,2600.0,2923.66,3654.57,1,Organic Mineral Pigments,Q2 (Apr-Jun),0.95,4943.0,78.6,18,4.57
KS-CRAFT-0149,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,4,29,617.99,650.0,2600.0,3217.99,4022.49,1,Organic Turmeric & Indigo Lacquer,Q4 (Oct-Dec),1.45,7469.14,100.0,18,4.77
KS-CRAFT-0150,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,3,38,1365.76,540.0,1620.0,2985.76,3732.2,1,Charcoal Forge Oxidation,Q3 (Jul-Sep),1.15,6089.66,89.3,19,4.67
KS-CRAFT-0151,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,9,23,2908.03,620.0,5580.0,8488.03,10610.04,0,Metallic Zari & Organic Dip,Q2 (Apr-Jun),0.95,11178.02,73.7,18,4.96
KS-CRAFT-0152,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,5,22,442.12,650.0,3250.0,3692.12,4615.15,1,Organic Turmeric & Indigo Lacquer,Q2 (Apr-Jun),0.95,5654.08,73.7,19,4.69
KS-CRAFT-0153,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,25,4,4891.35,750.0,18750.0,23641.35,29551.69,1,Pure Natural Cashmere,Q3 (Jul-Sep),1.15,40864.85,97.5,20,4.96
KS-CRAFT-0154,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,8,33,2521.97,560.0,4480.0,7001.97,8752.46,1,Vegetable Dye Borders,Q3 (Jul-Sep),1.15,13346.71,88.5,16,4.76
KS-CRAFT-0155,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,4,12,1412.35,560.0,2240.0,3652.35,4565.44,1,Vegetable Dye Borders,Q4 (Oct-Dec),1.45,8339.33,100.0,26,4.68
KS-CRAFT-0156,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,5,10,962.61,600.0,3000.0,3962.61,4953.26,1,16-Stage Natural Indigo & Madder,Q1 (Jan-Mar),1.1,6408.69,84.2,22,4.77
KS-CRAFT-0157,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",3,23,1385.5,580.0,1740.0,3125.5,3906.88,1,Cobalt Oxide Blue Glaze,Q2 (Apr-Jun),0.95,4805.88,78.2,17,4.53
KS-CRAFT-0158,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,9,18,2514.16,680.0,6120.0,8634.16,10792.7,1,Vegetable Dye Blend,Q1 (Jan-Mar),1.1,14358.66,87.2,20,4.86
KS-CRAFT-0159,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,7,9,814.72,560.0,3920.0,4734.72,5918.4,1,Vegetable Dye Borders,Q3 (Jul-Sep),1.15,8447.18,97.5,20,4.75
KS-CRAFT-0160,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,18,7,9755.62,750.0,13500.0,23255.62,29069.52,1,Pure Natural Cashmere,Q2 (Apr-Jun),0.95,34067.79,75.1,19,4.97
KS-CRAFT-0161,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,6,24,3893.79,620.0,3720.0,7613.79,9517.24,1,Vegetable Dye Blend,Q2 (Apr-Jun),0.95,12058.66,74.1,16,4.88
KS-CRAFT-0162,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,5,33,3055.34,680.0,3400.0,6455.34,8069.18,1,Natural Indigo/Madder,Q1 (Jan-Mar),1.1,12137.03,90.3,18,4.8
KS-CRAFT-0163,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,6,22,965.39,520.0,3120.0,4085.39,5106.74,1,Organic Mineral Pigments,Q4 (Oct-Dec),1.45,9744.02,100.0,25,4.64
KS-CRAFT-0164,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,14,4,3523.01,620.0,8680.0,12203.01,15253.76,1,Vegetable Dye Blend,Q4 (Oct-Dec),1.45,27415.59,100.0,24,4.89
KS-CRAFT-0165,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,5,27,2563.0,680.0,3400.0,5963.0,7453.75,1,Natural Indigo/Madder,Q4 (Oct-Dec),1.45,13587.31,100.0,18,4.65
KS-CRAFT-0166,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,4,16,1219.44,600.0,2400.0,3619.44,4524.3,1,Pomegranate Rind Extract,Q4 (Oct-Dec),1.45,8533.05,100.0,18,4.58
KS-CRAFT-0167,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,11,23,1898.41,540.0,5940.0,7838.41,9798.01,0,Oxidized Brass Finish,Q3 (Jul-Sep),1.15,13206.91,80.0,16,4.64
KS-CRAFT-0168,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,2,20,920.14,650.0,1300.0,2220.14,2775.17,1,Organic Turmeric & Indigo Lacquer,Q4 (Oct-Dec),1.45,5365.99,100.0,24,4.83
KS-CRAFT-0169,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,6,20,1427.85,560.0,3360.0,4787.85,5984.81,1,Vegetable Dye Borders,Q3 (Jul-Sep),1.15,9138.03,92.7,19,4.84
KS-CRAFT-0170,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,2,8,558.87,520.0,1040.0,1598.87,1998.59,1,Organic Mineral Pigments,Q3 (Jul-Sep),1.15,2819.22,97.3,19,4.76
KS-CRAFT-0171,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,2,18,326.46,650.0,1300.0,1626.46,2033.08,1,Organic Turmeric & Indigo Lacquer,Q3 (Jul-Sep),1.15,3000.47,88.3,18,4.83
KS-CRAFT-0172,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,5,13,6347.43,620.0,3100.0,9447.43,11809.29,1,Vegetable Dye Blend,Q2 (Apr-Jun),0.95,13846.67,74.1,19,4.83
KS-CRAFT-0173,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,6,5,2591.4,680.0,4080.0,6671.4,8339.25,1,Natural Indigo/Madder,Q1 (Jan-Mar),1.1,10832.22,94.4,24,4.66
KS-CRAFT-0174,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",3,21,1527.1,580.0,1740.0,3267.1,4083.88,1,Cobalt Oxide Blue Glaze,Q4 (Oct-Dec),1.45,7448.45,100.0,26,4.53
KS-CRAFT-0175,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,4,32,2331.91,560.0,2240.0,4571.91,5714.89,1,Natural Unbleached Wool Hues,Q4 (Oct-Dec),1.45,10977.69,100.0,23,4.83
KS-CRAFT-0176,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,7,15,2676.23,680.0,4760.0,7436.23,9295.29,1,Vegetable Dye Blend,Q3 (Jul-Sep),1.15,13779.26,94.3,17,4.82
KS-CRAFT-0177,Mithila Madhubani,Bihar,Folk Painting,Handmade Recycled Paper & Canvas,5,18,591.24,520.0,2600.0,3191.24,3989.05,1,Organic Mineral Pigments,Q2 (Apr-Jun),0.95,4672.13,81.3,21,4.63
KS-CRAFT-0178,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,15,18,10709.99,750.0,11250.0,21959.99,27449.99,1,Walnut Hull & Saffron Tint,Q1 (Jan-Mar),1.1,38096.93,85.6,20,5.0
KS-CRAFT-0179,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,3,17,507.28,650.0,1950.0,2457.28,3071.6,1,Organic Turmeric & Indigo Lacquer,Q1 (Jan-Mar),1.1,4248.81,89.5,23,4.74
KS-CRAFT-0180,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,6,16,1282.19,540.0,3240.0,4522.19,5652.74,1,Charcoal Forge Oxidation,Q4 (Oct-Dec),1.45,10307.79,100.0,20,4.68
KS-CRAFT-0181,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,13,15,6082.42,620.0,8060.0,14142.42,17678.03,1,Metallic Zari & Organic Dip,Q1 (Jan-Mar),1.1,23473.86,94.7,20,4.92
KS-CRAFT-0182,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,9,31,13039.45,750.0,6750.0,19789.45,24736.81,1,Pure Natural Cashmere,Q4 (Oct-Dec),1.45,46365.09,100.0,22,4.94
KS-CRAFT-0183,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,4,3,428.12,650.0,2600.0,3028.12,3785.15,1,Organic Turmeric & Indigo Lacquer,Q1 (Jan-Mar),1.1,4687.65,88.0,16,4.9
KS-CRAFT-0184,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,5,14,3434.49,620.0,3100.0,6534.49,8168.11,1,Vegetable Dye Blend,Q4 (Oct-Dec),1.45,14536.53,100.0,21,4.98
KS-CRAFT-0185,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",2,37,1235.14,580.0,1160.0,2395.14,2993.92,1,Copper Oxide Green Glaze,Q4 (Oct-Dec),1.45,5749.49,100.0,21,4.48
KS-CRAFT-0186,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,4,32,2759.13,540.0,2160.0,4919.13,6148.91,1,Oxidized Brass Finish,Q1 (Jan-Mar),1.1,9141.95,94.3,18,4.54
KS-CRAFT-0187,Channapatna Lacquerware,Karnataka,Woodcraft,Seasoned Hale Wood & Vegetable Lac,1,29,272.55,650.0,650.0,922.55,1153.19,1,Organic Turmeric & Indigo Lacquer,Q2 (Apr-Jun),0.95,1419.56,72.3,16,4.76
KS-CRAFT-0188,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,3,17,2245.89,680.0,2040.0,4285.89,5357.36,1,Natural Indigo/Madder,Q2 (Apr-Jun),0.95,6185.39,84.4,16,4.88
KS-CRAFT-0189,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,25,23,10180.22,750.0,18750.0,28930.22,36162.78,1,Walnut Hull & Saffron Tint,Q3 (Jul-Sep),1.15,56448.42,94.4,20,4.87
KS-CRAFT-0190,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,7,38,1146.63,540.0,3780.0,4926.63,6158.29,1,Black Oxide Patina,Q2 (Apr-Jun),0.95,8439.85,80.2,19,4.53
KS-CRAFT-0191,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",3,14,794.87,580.0,1740.0,2534.87,3168.59,1,Copper Oxide Green Glaze,Q4 (Oct-Dec),1.45,5563.57,100.0,25,4.49
KS-CRAFT-0192,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,7,29,1542.82,560.0,3920.0,5462.82,6828.52,1,Natural Unbleached Wool Hues,Q1 (Jan-Mar),1.1,9879.14,86.9,17,4.67
KS-CRAFT-0193,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,3,15,1764.14,560.0,1680.0,3444.14,4305.18,1,Vegetable Dye Borders,Q3 (Jul-Sep),1.15,6288.12,95.4,24,4.7
KS-CRAFT-0194,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,22,24,6484.45,750.0,16500.0,22984.45,28730.56,1,Walnut Hull & Saffron Tint,Q2 (Apr-Jun),0.95,34493.13,73.9,18,4.99
KS-CRAFT-0195,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,8,16,1887.92,560.0,4480.0,6367.92,7959.9,1,Natural Unbleached Wool Hues,Q2 (Apr-Jun),0.95,9534.72,81.6,17,4.78
KS-CRAFT-0196,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,5,34,1139.47,600.0,3000.0,4139.47,5174.34,1,Pomegranate Rind Extract,Q3 (Jul-Sep),1.15,8295.92,91.7,17,4.63
KS-CRAFT-0197,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,5,38,1242.17,680.0,3400.0,4642.17,5802.71,0,Vegetable Dye Blend,Q2 (Apr-Jun),0.95,6491.21,64.1,12,4.79
KS-CRAFT-0198,Dhokra Metal Casting,Chhattisgarh,Metalwork,Lost-Wax Brass & Bell Metal,12,24,2143.76,540.0,6480.0,8623.76,10779.7,1,Oxidized Brass Finish,Q4 (Oct-Dec),1.45,21272.67,100.0,22,4.49
KS-CRAFT-0199,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,4,34,1680.47,600.0,2400.0,4080.47,5100.59,1,16-Stage Natural Indigo & Madder,Q2 (Apr-Jun),0.95,6600.51,82.4,15,4.75
KS-CRAFT-0200,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,9,17,1557.48,680.0,6120.0,7677.48,9596.85,1,Natural Indigo/Madder,Q1 (Jan-Mar),1.1,12657.08,90.1,19,4.8
KS-CRAFT-0201,Kashmiri Pashmina,Jammu & Kashmir,Textiles,Grade-A Changthangi Cashmere,22,37,4649.45,750.0,16500.0,21149.45,26436.81,1,Walnut Hull & Saffron Tint,Q4 (Oct-Dec),1.45,50236.63,100.0,22,4.87
KS-CRAFT-0202,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,3,9,517.72,540.0,1620.0,2137.72,2672.15,1,Charcoal Forge Oxidation,Q4 (Oct-Dec),1.45,4559.44,100.0,25,4.52
KS-CRAFT-0203,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",4,32,1553.19,580.0,2320.0,3873.19,4841.49,1,Cobalt Oxide Blue Glaze,Q1 (Jan-Mar),1.1,7033.34,94.3,17,4.7
KS-CRAFT-0204,Pochampally Ikat,Telangana,Textiles,Pure Handloom Silk,9,38,2186.09,680.0,6120.0,8306.09,10382.61,1,Natural Indigo/Madder,Q1 (Jan-Mar),1.1,16102.79,84.6,21,4.81
KS-CRAFT-0205,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,7,17,1978.73,600.0,4200.0,6178.73,7723.41,1,Pomegranate Rind Extract,Q1 (Jan-Mar),1.1,10463.93,95.6,22,4.62
KS-CRAFT-0206,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,3,23,1421.64,540.0,1620.0,3041.64,3802.05,1,Charcoal Forge Oxidation,Q1 (Jan-Mar),1.1,5463.0,93.3,22,4.55
KS-CRAFT-0207,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,7,27,4625.02,620.0,4340.0,8965.02,11206.28,1,Vegetable Dye Blend,Q3 (Jul-Sep),1.15,16793.87,97.2,24,4.92
KS-CRAFT-0208,Banarasi Brocade,Uttar Pradesh,Textiles,Mulberry Silk & Zari,5,17,2620.05,620.0,3100.0,5720.05,7150.06,1,Vegetable Dye Blend,Q3 (Jul-Sep),1.15,10470.21,95.6,22,4.99
KS-CRAFT-0209,Ajrakh Handblock Print,Gujarat,Textiles,Organic Modal Cotton,8,31,1009.99,600.0,4800.0,5809.99,7262.49,1,Pomegranate Rind Extract,Q1 (Jan-Mar),1.1,10773.43,88.4,17,4.7
KS-CRAFT-0210,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",6,18,789.69,580.0,3480.0,4269.69,5337.11,1,Cobalt Oxide Blue Glaze,Q1 (Jan-Mar),1.1,7261.91,88.5,21,4.49
KS-CRAFT-0211,Jaipur Blue Pottery,Rajasthan,Pottery,"Quartz Powder, Fuller's Earth & Glass",4,3,572.53,580.0,2320.0,2892.53,3615.66,0,Copper Oxide Green Glaze,Q3 (Jul-Sep),1.15,4203.46,79.0,14,4.5
KS-CRAFT-0212,Kullu Geometric Shawls,Himachal Pradesh,Textiles,Indigenous Himalayan Sheep Wool,3,25,847.27,560.0,1680.0,2527.27,3159.09,1,Vegetable Dye Borders,Q4 (Oct-Dec),1.45,6201.07,100.0,21,4.84
KS-CRAFT-0213,Bastar Wrought Iron,Chhattisgarh,Metalwork,Hand-Forged Recycled Iron,6,27,973.21,540.0,3240.0,4213.21,5266.51,1,Black Oxide Patina,Q2 (Apr-Jun),0.95,6465.84,77.9,14,4.56
